Area,Competition,Gender,Category,Season,Matches,Tagged
,,,,2023 Fall,63,90%
,,,,2024 Fall,63,92%
,NCAA D1 Atlantic 10 (W),Female,Youth,2021 Fall,77,92%
,,,,2021 Spring,56,88%
,,,,2022 Fall,82,100%
,,,,2023 Fall,82,99%
,,,,2024 Fall,82,95%
,NCAA D1 Atlantic Coast,Male,Youth,2019,59,5%
,,,,2020,44,98%
,,,,2021 Fall,59,100%
,,,,2021 Spring,35,100%
,,,,2022 Fall,59,100%
,,,,2023 Fall,59,100%
,,,,2024 Fall,73,100%
,NCAA D1 Atlantic Coast (W),Female,Youth,2019,76,0%
,,,,2020,65,85%
,,,,2021 Fall,75,95%
,,,,2021 Spring,4,100%
,,,,2022 Fall,76,100%
,,,,2023 Fall,75,100%
,,,,2024 Fall,89,100%
,NCAA D1 Big 12 (W),Female,Youth,2019,52,0%
,,,,2020,45,71%
,,,,2021 Fall,52,79%
,,,,2021 Spring,10,60%
,,,,2022 Fall,52,98%
,,,,2023 Fall,79,100%
,,,,2024 Fall,99,99%
,NCAA D1 Big East,Male,Youth,2019,50,6%
,,,,2021 Fall,59,100%
,,,,2021 Spring,44,100%
,,,,2022 Fall,60,100%
,,,,2023 Fall,55,100%
United States,NCAA D1 Big East,Male,Youth,2024 Fall,55,100%
,NCAA D1 Big East (W),Female,Youth,2019,50,2%
,,,,2021 Fall,60,98%
,,,,2021 Spring,48,42%
,,,,2022 Fall,59,90%
,,,,2023 Fall,60,97%
,,,,2024 Fall,60,100%
,NCAA D1 Big Sky (W),Female,Youth,2021 Fall,50,94%
,,,,2021 Spring,39,0%
,,,,2022 Fall,41,98%
,,,,2023 Fall,41,100%
,,,,2024 Fall,41,98%
,NCAA D1 Big South,Male,Youth,2019,41,0%
,,,,2021 Fall,41,98%
,,,,2021 Spring,37,65%
,,,,2022 Fall,39,100%
,,,,2023 Fall,31,94%
,,,,2024 Fall,33,97%
,NCAA D1 Big South (W),Female,Youth,2021 Fall,60,60%
,,,,2021 Spring,47,72%
,,,,2022 Fall,48,94%
,,,,2023 Fall,39,92%
,,,,2024 Fall,38,100%
,NCAA D1 Big Ten,Male,Youth,2019,44,98%
,,,,2021 Fall,43,100%
,,,,2021 Spring,47,98%
,,,,2022 Fall,43,100%
,,,,2023 Fall,43,100%
,,,,2024 Fall,61,98%
,NCAA D1 Big Ten (W),Female,Youth,2019,84,89%
,,,,2021 Fall,77,99%
,,,,2021 Spring,87,99%
,,,,2022 Fall,77,100%
,,,,2023 Fall,77,100%
,,,,2024 Fall,108,99%
,NCAA D1 Big West,Male,Youth,2019,35,0%
,,,,2021 Fall,50,100%
,,,,2022 Fall,50,98%
,,,,2023 Fall,50,100%
,,,,2024 Fall,50,98%
,NCAA D1 Big West (W),Female,Youth,2019,39,0%
,,,,2021 Fall,57,82%
,,,,2022 Fall,61,92%
,,,,2023 Fall,60,98%
,,,,2024 Fall,60,93%
,NCAA D1 Coastal Athletic,Male,Youth,2019,41,0%
United States,NCAA D1 Coastal Athletic Association,Male,Youth,2021 Fall,39,92%
,,,,2021 Spring,21,90%
,,,,2022 Fall,50,98%
,,,,2023 Fall,49,98%
,,,,2024 Fall,49,94%
,NCAA D1 Coastal Athletic Association (W),Female,Youth,2021 Fall,48,90%
,,,,2021 Spring,24,50%
,,,,2022 Fall,61,95%
,,,,2023 Fall,83,92%
,,,,2024 Fall,70,99%
,NCAA D1 College Cup,Male,Youth,2017,47,72%
,,,,2019,45,7%
,,,,2020,35,100%
,,,,2021,47,94%
,,,,2022,47,100%
,,,,2023,47,100%
,,,,2024,47,100%
,NCAA D1 College Cup (W),Female,Youth,2019,54,0%
,,,,2020,47,100%
,,,,2021,63,94%
,,,,2022,63,98%
,,,,2023,63,100%
,,,,2024,63,100%
,NCAA D1 Conference USA,Male,Youth,2019,33,0%
,,,,2021 Fall,41,100%
,,,,2021 Spring,28,96%
,NCAA D1 Conference USA (W),Female,Youth,2020,1,0%
,,,,2021 Fall,67,93%
,,,,2021 Spring,50,72%
,,,,2022 Fall,62,87%
,,,,2023 Fall,41,98%
,,,,2024 Fall,50,90%
,NCAA D1 Horizon League,Male,Youth,2019,41,0%
,,,,2021 Fall,60,97%
,,,,2021 Spring,48,52%
,,,,2022 Fall,50,98%
,,,,2023 Fall,50,92%
,,,,2024 Fall,50,98%
,NCAA D1 Horizon League (W),Female,Youth,2019,48,0%
,,,,2021 Fall,71,72%
,,,,2021 Spring,55,42%
,,,,2022 Fall,60,88%
,,,,2023 Fall,60,93%
,,,,2024 Fall,59,93%
,NCAA D1 Ivy League,Male,Youth,2019,28,0%
,,,,2021 Fall,28,100%
United States,NCAA D1 Ivy League,Male,Youth,2022 Fall,28,96%
,,,,2023 Fall,31,100%
,,,,2024 Fall,31,97%
,NCAA D1 Ivy League (W),Female,Youth,2021 Fall,28,96%
,,,,2022 Fall,27,96%
,,,,2023 Fall,31,100%
,,,,2024 Fall,31,97%
,NCAA D1 Metro Atlantic Athletic Conference,Male,Youth,2019,60,0%
,,,,2021 Fall,62,95%
,,,,2021 Spring,36,97%
,,,,2022 Fall,60,93%
,,,,2023 Fall,60,93%
,,,,2024 Fall,59,93%
,NCAA D1 Metro Atlantic Athletic Conference (W),Female,Youth,2021 Fall,62,81%
,,,,2021 Spring,34,68%
,,,,2022 Fall,60,87%
,,,,2023 Fall,60,93%
,,,,2024 Fall,84,94%
,NCAA D1 Mid-American,Male,Youth,2019,20,0%
,,,,2021 Fall,24,100%
,,,,2021 Spring,25,100%
,,,,2022 Fall,21,86%
,NCAA D1 Mid-American (W),Female,Youth,2021 Fall,71,68%
,,,,2021 Spring,53,32%
,,,,2022 Fall,71,86%
,,,,2023 Fall,71,96%
,,,,2024 Fall,70,91%
,NCAA D1 Missouri Valley,Male,Youth,2019,35,0%
,,,,2021 Fall,35,94%
,,,,2021 Spring,22,100%
,,,,2022 Fall,34,100%
,,,,2023 Fall,41,98%
,,,,2024 Fall,41,98%
,NCAA D1 Missouri Valley (W),Female,Youth,2019,33,24%
,,,,2021 Fall,41,85%
,,,,2021 Spring,41,93%
,,,,2022 Fall,62,98%
,,,,2023 Fall,62,98%
,,,,2024 Fall,62,100%
,NCAA D1 Mountain West (W),Female,Youth,2021 Fall,71,86%
,,,,2021 Spring,57,46%
,,,,2022 Fall,71,94%
,,,,2023 Fall,71,97%
,,,,2024 Fall,71,97%
,NCAA D1 Non-conference matches,Male,Youth,2019,50,4%
,,,,2020,20,50%
United States,NCAA D1 Non-conference matches,Male,Youth,2021 Fall,884,89%
,,,,2021 Spring,185,88%
,,,,2022 Fall,915,91%
,,,,2022 Spring Friendlies,27,59%
,,,,2023 Fall,920,90%
,,,,2023 Spring Friendlies,15,73%
,,,,2024 Fall,945,93%
,,,,2024 Spring,5,60%
,NCAA D1 Non-conference matches (W),Female,Youth,2019,7,0%
,,,,2020,38,71%
",,,,2021 Fall,""1,171"",69%"
,,,,2021 Spring,233,58%
",,,,2022 Fall,""1,249"",85%"
,,,,2022 Spring Friendlies,1,0%
",,,,2023 Fall,""1,449"",90%"
,,,,2023 Spring Friendlies,52,75%
",,,,2024 Fall,""1,457"",93%"
,,,,2024 Spring,7,57%
,NCAA D1 Northeast,Male,Youth,2019,48,0%
,,,,2021 Fall,48,90%
,,,,2021 Spring,26,96%
,,,,2022 Fall,41,78%
,,,,2023 Fall,41,95%
,,,,2024 Fall,38,84%
,NCAA D1 Northeast (W),Female,Youth,2021 Fall,58,71%
,,,,2022 Fall,50,64%
,,,,2023 Fall,60,88%
,,,,2024 Fall,55,89%
,,,,Spring 2021,29,62%
,NCAA D1 Ohio Valley,Male,Youth,2023 Fall,45,98%
,,,,2024 Fall,45,100%
,NCAA D1 Ohio Valley (W),Female,Youth,2019,62,0%
,,,,2021 Fall,43,95%
,,,,2021 Spring,58,74%
,,,,2022 Fall,43,91%
,,,,2023 Fall,52,98%
,,,,2024 Fall,52,100%
,NCAA D1 Pacific 12,Male,Youth,2019,30,0%
,,,,2021 Fall,28,100%
,,,,2021 Spring,30,67%
,,,,2022 Fall,29,97%
,,,,2023 Fall,30,100%
,NCAA D1 Pacific 12 (W),Female,Youth,2021 Fall,66,64%
,,,,2021 Spring,72,13%
,,,,2022 Fall,66,97%
,,,,2023 Fall,66,100%
United States,NCAA D1 Patriot League,Male,Youth,2019,50,0%
,,,,2021 Fall,50,84%
,,,,2021 Spring,28,96%
,,,,2022 Fall,50,100%
,,,,2023 Fall,50,100%
,,,,2024 Fall,50,100%
,NCAA D1 Patriot League (W),Female,Youth,2021 Fall,50,0%
,,,,2021 Spring,27,85%
,,,,2022 Fall,50,96%
,,,,2023 Fall,50,100%
,,,,2024 Fall,50,100%
,NCAA D1 SEC (W),Female,Youth,2019,79,4%
,,,,2020,68,94%
,,,,2021 Fall,79,96%
,,,,2021 Spring,8,38%
,,,,2022 Fall,79,100%
,,,,2023 Fall,79,100%
,,,,2024 Fall,91,100%
,NCAA D1 Southern,Male,Youth,2019,27,4%
,,,,2021 Fall,27,93%
,,,,2021 Spring,24,92%
,,,,2022 Fall,20,75%
,,,,2023 Fall,20,85%
,,,,2024 Fall,20,80%
,NCAA D1 Southern (W),Female,Youth,2020,2,50%
,,,,2021 Fall,53,79%
,,,,2021 Spring,45,89%
,,,,2022 Fall,54,98%
,,,,2023 Fall,54,98%
,,,,2024 Fall,54,94%
,NCAA D1 Southland (W),Female,Youth,2021 Fall,48,54%
,,,,2021 Spring,71,51%
,,,,2022 Fall,60,77%
,,,,2023 Fall,51,92%
,,,,2024 Fall,62,100%
,NCAA D1 Southwestern Athletic (W),Female,Youth,2021 Fall,50,22%
,,,,2021 Spring,39,5%
,,,,2022 Fall,50,34%
,,,,2023 Fall,52,60%
,,,,2024 Fall,41,68%
,NCAA D1 Summit League,Male,Youth,2019,18,0%
,,,,2021 Fall,24,88%
,,,,2021 Spring,28,93%
,,,,2022 Fall,39,90%
,,,,2023 Fall,27,96%
,,,,2024 Fall,21,90%
United States,NCAA D1 Summit League (W),Female,Youth,2021 Fall,48,85%
,,,,2021 Spring,71,41%
,,,,2022 Fall,50,92%
,,,,2023 Fall,41,98%
,,,,2024 Fall,40,98%
,NCAA D1 Sun Belt,Male,Youth,2019,20,0%
,,,,2020,15,33%
,,,,2022 Fall,43,100%
,,,,2023 Fall,52,100%
,,,,2024 Fall,52,100%
,NCAA D1 Sun Belt (W),Female,Youth,2020,60,42%
,,,,2021 Fall,65,80%
,,,,2021 Spring,1,100%
,,,,2022 Fall,79,96%
,,,,2023 Fall,79,100%
,,,,2024 Fall,76,95%
,NCAA D1 West Coast,Male,Youth,2019,28,0%
,,,,2021 Fall,28,100%
,,,,2021 Spring,28,100%
,,,,2022 Fall,28,100%
,,,,2023 Fall,28,100%
,,,,2024 Fall,36,100%
,NCAA D1 West Coast (W),Female,Youth,2021 Fall,45,67%
,,,,2021 Spring,43,40%
,,,,2022 Fall,46,98%
,,,,2023 Fall,36,100%
,,,,2024 Fall,55,100%
,NCAA D1 Western Athletic,Male,Youth,2019,72,4%
,,,,2021 Fall,70,93%
,,,,2021 Spring,52,96%
,,,,2022 Fall,50,98%
,,,,2023 Fall,41,98%
,,,,2024 Fall,49,94%
,NCAA D1 Western Athletic (W),Female,Youth,2019,41,0%
,,,,2021 Fall,65,80%
,,,,2021 Spring,59,88%
,,,,2022 Fall,71,89%
,,,,2023 Fall,50,98%
,,,,2024 Fall,33,100%
,NCAA D2 Championship,Male,Youth,2023 Fall,15,93%
,,,,2024 Fall,13,46%
,NCAA D2 Championship (W),Female,Youth,2023 Fall,16,31%
,,,,2024 Fall,14,21%
,NCAA D2 Conference Carolinas,Male,Youth,2023 Fall,47,66%
,,,,2024 Fall,24,96%
,NCAA D2 Conference,Female,Youth,2023 Fall,48,35%
United States,Carolinas (W),Female,Youth,2024 Fall,23,30%
,NCAA D2 East Coast Conf..,Male,Youth,2023 Fall,7,86%
,NCAA D2 Great American ..,Male,Youth,2024 Fall,24,54%
,NCAA D2 Great American Conference (W),Female,Youth,2023 Fall,12,0%
,,,,2024 Fall,12,92%
,NCAA D2 Great Lakes Inte..,Male,Youth,2024 Fall,14,100%
,NCAA D2 Great Lakes Inte..,Female,Youth,2023 Fall,15,0%
,NCAA D2 Great Lakes Valley Conference,Male,Youth,2023 Fall,15,100%
,,,,2024 Fall,43,91%
,NCAA D2 Great Lakes Vall..,Female,NULL,2024 Fall,15,13%
,NCAA D2 Great Midwest Athletic Conference,Male,Youth,2023 Fall,14,0%
,,,,2024 Fall,38,32%
,NCAA D2 Great Midwest Athletic Conference (W),Female,Youth,2023 Fall,30,47%
,,,,2024 Fall,15,13%
,NCAA D2 Great Northwest Athletic Conference,Male,Youth,2023 Fall,38,84%
,,,,2024 Fall,40,78%
,NCAA D2 Great Northwest Athletic Conference (W),Female,Youth,2023 Fall,52,56%
,,,,2024 Fall,47,53%
,NCAA D2 Lone Star Conference,Male,Youth,2023 Fall,17,82%
,,,,2024 Fall,21,71%
,NCAA D2 Lone Star Conference (W),Female,Youth,2023 Fall,34,53%
,,,,2024 Fall,47,81%
,NCAA D2 Mid-America Intercollegiate Athletics ..,Female,Youth,2023 Fall,29,52%
,,,,2024 Fall,44,64%
,NCAA D2 Mountain East Conference,Male,Youth,2023 Fall,28,68%
,,,,2024 Fall,16,100%
,NCAA D2 Mountain East Conference (W),Female,Youth,2023 Fall,45,7%
,,,,2024 Fall,19,0%
,NCAA D2 Non-conference matches,Male,Youth,2023 Fall,149,62%
,,,,2024 Fall,165,53%
,,,,2024 Spring,3,100%
,NCAA D2 Non-conference matches (W),Female,Youth,2023 Fall,167,33%
,,,,2024 Fall,167,47%
,,,,2024 Spring,5,60%
,NCAA D2 Northeast-10 Conference,Male,Senior,2023 Fall,48,46%
,,,,2024 Fall,37,24%
,NCAA D2 Northeast-10 Conference (W),Female,Youth,2023 Fall,57,39%
,,,,2024 Fall,45,27%
,NCAA D2 Northern Sun Intercollegiate Conferenc..,Female,Youth,2023 Fall,15,67%
,,,,2024 Fall,17,53%
,NCAA D2 Pacific West Conference,Male,Youth,2023 Fall,20,85%
,,,,2024 Fall,23,100%
,NCAA D2 Pacific West Conference (W),Female,Youth,2023 Fall,11,64%
,,,,2024 Fall,31,23%
,NCAA D2 Peach Belt Confe..,Male,Youth,2024 Fall,21,43%
,NCAA D2 Peach Belt Confe..,Female,Youth,2024 Fall,9,56%
United States,NCAA D2 Rocky Mountain Athletic Conference,Male,Youth,2023 Fall,11,82%
,,,,2024 Fall,20,0%
,NCAA D2 Rocky Mountain Athletic Conference (W),Female,Youth,2023 Fall,27,63%
,,,,2024 Fall,13,77%
,NCAA D2 South Atlantic Conference,Male,Youth,2023 Fall,24,83%
,,,,2024 Fall,14,79%
,NCAA D2 South Atlantic Conference (W),Female,Youth,2023 Fall,34,38%
,,,,2024 Fall,12,83%
,NCAA D2 Sunshine State Conference,Male,Youth,2023 Fall,21,86%
,,,,2024 Fall,10,90%
,NCAA D2 Sunshine State Conference (W),Female,Youth,2023 Fall,26,62%
,,,,2024 Fall,28,57%
,NCAA D3 Allegheny Moun..,Male,Youth,2024 Fall,10,80%
,NCAA D3 Allegheny Moun..,Female,Youth,2024 Fall,10,50%
,NCAA D3 American Rivers ..,Male,Youth,2023 Fall,7,0%
,NCAA D3 American South..,Male,Youth,2024 Fall,9,56%
,NCAA D3 American Southwest Conference (W),Female,Youth,2023 Fall,11,64%
,,,,2024 Fall,10,0%
,NCAA D3 Centennial Conf..,Male,Youth,2024 Fall,21,48%
,NCAA D3 Centennial Conference (W),Female,Youth,2023 Fall,12,100%
,,,,2024 Fall,30,60%
,NCAA D3 Championship,Male,Youth,2023 Fall,11,82%
,,,,2024 Fall,16,38%
,NCAA D3 Championship (W),Female,Youth,2023 Fall,22,23%
,,,,2024 Fall,25,28%
,NCAA D3 College Conference of Illinois and ..,Male,Youth,2023 Fall,16,75%
,,,,2024 Fall,9,0%
,NCAA D3 College Conference of Illinois and ..,Female,Youth,2023 Fall,10,100%
,,,,2024 Fall,10,20%
,NCAA D3 Collegiate Confe..,Female,NULL,2024 Fall,5,0%
,NCAA D3 Commonwealth Coast Conference,Male,Youth,2023 Fall,10,80%
,,,,2024 Fall,10,100%
,NCAA D3 Empire 8 (W),Female,Youth,2023 Fall,10,20%
,,,,2024 Fall,13,0%
,NCAA D3 Heartland Colleg..,Male,Youth,2024 Fall,11,91%
,NCAA D3 Liberty League,Male,Youth,2023 Fall,20,45%
,NCAA D3 Liberty League (..,Female,Youth,2023 Fall,10,0%
,NCAA D3 Little East Confe..,Female,Youth,2023 Fall,8,0%
,NCAA D3 Michigan Interc..,Male,Youth,2023 Fall,9,0%
,NCAA D3 Michigan Intercollegiate Athletic A..,Female,Youth,2023 Fall,10,80%
,,,,2024 Fall,10,50%
,NCAA D3 Middle Atlantic ..,Male,NULL,2024 Fall,9,100%
,NCAA D3 Midwest Confer..,Male,Youth,2023 Fall,8,0%
,NCAA D3 New England Small Collegiate Athletic ..,Male,Youth,2023 Fall,31,90%
,,,,2024 Fall,38,61%
,NCAA D3 New England,Female,Youth,2023 Fall,40,85%
United States,Small Collegiate Athletic ..,Female,Youth,2024 Fall,40,65%
,NCAA D3 New England W..,Female,Youth,2023 Fall,13,0%
,NCAA D3 Non-conference matches,Male,Youth,2023 Fall,161,50%
,,,,2024 Fall,176,61%
,NCAA D3 Non-conference matches (W),Female,Youth,2023 Fall,127,55%
,,,,2024 Fall,154,58%
,NCAA D3 North Atlantic Conference,Male,Youth,2023 Fall,14,50%
,,,,2024 Fall,11,0%
,NCAA D3 North Atlantic Conference (W),Female,Youth,2023 Fall,12,0%
,,,,2024 Fall,13,0%
,NCAA D3 Northwest Conf..,Male,Youth,2023 Fall,16,0%
,NCAA D3 Old Dominion Athletic Conference,Male,Youth,2023 Fall,10,0%
,,,,2024 Fall,11,91%
,NCAA D3 Old Dominion Athletic Conference (W),Female,Youth,2023 Fall,12,0%
,,,,2024 Fall,10,60%
,NCAA D3 Southern California Intercollegiate ..,Male,Youth,2023 Fall,13,0%
,,,,2024 Fall,13,100%
,NCAA D3 Southern Califor..,Female,Youth,2023 Fall,14,0%
,NCAA D3 Southern Collegiate Athletic Confer..,Male,Youth,2023 Fall,10,100%
,,,,2024 Fall,23,87%
,NCAA D3 St. Louis Intercollegiate Athletic C..,Male,Youth,2023 Fall,9,0%
,,,,2024 Fall,10,0%
,NCAA D3 University Athletic Association,Male,Youth,2023 Fall,22,77%
,,,,2024 Fall,25,88%
,NCAA D3 University Athletic Association (W),Female,Youth,2023 Fall,13,77%
,,,,2024 Fall,22,68%
,NCAA D3 Wisconsin Interc..,Female,Youth,2024 Fall,8,0%
,NCAA Men's Soccer,Male,Youth,2015/2016,62,5%
,,,,2016/2017,24,13%
,,,,2017/2018,310,7%
,,,,2018,137,0%
,NCAA Women's Soccer,Female,Senior,2017,36,0%
,NCCA D3 New England Wo..,Male,Youth,2023 Fall,9,22%
,NISA,Male,Senior,2019/2020,34,18%
,,,,2020/2021,79,87%
,,,,2021/2022,89,11%
,,,,2022,108,94%
,,,,2023,112,94%
,,,,2024,80,80%
,NJCAA D1 Iowa Community College Athletic Conferen..,Male,Youth,2023 Fall,4,25%
,,,,2024 Fall,5,40%
,NJCAA Non-conference m..,Male,Youth,2023 Fall,12,44%
,NWSL,Female,Senior,2016,103,7%
,,,,2017,123,98%
,,,,2018,61,98%
,,,,2019,111,100%
United States,NWSL,Female,Senior,2021,125,98%
,,,,2022,137,100%
,,,,2023,137,99%
,,,,2024,189,100%
,NWSL Challenge Cup,Female,Senior,2020,23,100%
,,,,2021,21,100%
,,,,2022,39,97%
,,,,2023,39,100%
,,,,2024,1,100%
,NWSL Fall Series,Female,Senior,2020,18,100%
,PDL,Male,Senior,2016,490,0%
,,,,2017,518,0%
,Suncoast Invitational,Male,Senior,2017,7,0%
,,,,2018,6,0%
,,,,2019,4,0%
,,,,2020,3,0%
,Timbers Preseason Tourn..,Male,Senior,2020,6,33%
,U13 Regional Event,Female,Youth,2022,56,0%
,,,,2022 East - Westfield,60,0%
,U14 Regional Event,Female,Youth,2022,59,0%
,,,,2022 East - Westfield,60,0%
,United Women’s Soccer – ..,Female,Senior,2021,8,0%
,US Open Cup,Male,Senior,2016,90,36%
,,,,2017,98,43%
,,,,2018,94,50%
,,,,2019,102,70%
,,,,2022,102,98%
,,,,2023,98,67%
,,,,2024,95,89%
,US Soccer Development A..,Male,Youth,2016/2017,2,0%
,US Soccer Development Academy U16/17,Male,Youth,2017/2018,194,0%
,,,,2018/2019,15,40%
,US Soccer Development A..,Male,Youth,2016/2017,4,0%
,US Soccer Development A..,Male,Youth,2017/2018,93,0%
,USA College Sport Showc..,Male,Senior,2017/2018,4,100%
,USL Championship,Male,Senior,2016,450,57%
,,,,2017,495,99%
,,,,2018,577,99%
,,,,2019,631,100%
,,,,2020,289,100%
,,,,2021,510,100%
,,,,2022,472,100%
,,,,2023,423,100%
,,,,2024,423,100%
,USL Jagermeister Cup,Male,Senior,2024,51,100%
,USL League 1,Male,Senior,2019,143,99%
United States,USL League 1,Male,Senior,2020,87,100%
,,,,2021,173,99%
,,,,2022,170,100%
,,,,2023,197,99%
,,,,2024,139,100%
,USL League 2,Male,Senior,2019,513,0%
,,,,2021,514,0%
,,,,2022,782,1%
,USL Super League,Female,Senior,2024/2025,55,100%
,USL W-League,Female,Senior,2022,258,0%
,,,,2023,4,0%
,WPSL,Female,Senior,2023,14,0%
Uruguay,Campeonato Femenino,Female,Senior,2016,150,0%
,,,,2017,72,0%
,Copa Uruguay,Male,Senior,2022,24,54%
,,,,2023,17,88%
,,,,2024,15,27%
,Play-offs 2/3,Male,Senior,2020,2,0%
,,,,2021,2,0%
,Primera División,Male,Senior,2015/2016,241,46%
,,,,2016,120,37%
,,,,2017,301,44%
,,,,2018,263,54%
,,,,2019,299,62%
,,,,2020,301,97%
,,,,2021,241,99%
,,,,2022,298,100%
,,,,2023,300,100%
,,,,2024,297,100%
,Primera División Amateur,Male,NULL,2024,10,70%
,Segunda B Nacional,Male,Senior,2015/2016,90,0%
,,,,2017,155,0%
,Segunda División,Male,Senior,2015/2016,157,0%
,,,,2016,78,6%
,,,,2017,224,8%
,,,,2018,182,13%
,,,,2019,138,5%
,,,,2020,138,88%
,,,,2021,138,100%
,,,,2022,169,49%
,,,,2023,231,43%
,,,,2024,233,39%
,Supercopa,Male,Senior,2018,1,0%
,,,,2019,1,100%
,,,,2020,1,100%
,,,,2021,1,100%
Uruguay,Supercopa,Male,Senior,2022,1,100%
,,,,2023,1,100%
,,,,2024,1,100%
Uzbekistan,Cup,Male,Senior,2016,47,0%
,,,,2017,45,9%
,,,,2022,50,86%
,,,,2023,63,41%
,,,,2024,15,87%
,Play-offs 1/2,Male,Senior,2015,1,0%
,,,,2016,1,0%
,,,,2022,1,100%
,,,,2023,1,0%
,,,,2024,3,100%
,Pro League A,Male,Senior,2016,272,0%
,,,,2017,306,0%
,,,,2021,91,0%
,,,,2022,130,0%
,,,,2023,112,49%
,,,,2024,112,0%
,Super Cup,Male,Senior,2016,1,0%
,,,,2022,1,0%
,,,,2023,1,0%
,,,,2024,1,100%
,Super League,Male,Senior,2016,240,0%
,,,,2017,239,24%
,,,,2018,192,23%
,,,,2019,182,81%
,,,,2020,182,92%
,,,,2021,182,97%
,,,,2022,182,99%
,,,,2023,182,40%
,,,,2024,182,99%
Vanuatu,Premia Divisen,Male,Senior,2016,78,0%
,,,,2017,60,0%
Venezuela,Copa Venezuela,Male,Senior,2015/2016,72,0%
,,,,2016,76,0%
,,,,2017,110,3%
,,,,2018,62,8%
,,,,2019,62,0%
,Play-offs 1/2,Male,Senior,2015,2,0%
,Primera División,Male,Senior,2015,204,0%
,,,,2016,410,15%
,,,,2017,336,83%
,,,,2018,335,89%
,,,,2019,391,74%
,,,,2020,130,90%
Venezuela,Primera División,Male,Senior,2020 (SUSPENDED),54,85%
,,,,2021,303,96%
,,,,2022,277,92%
,,,,2023,223,7%
,,,,2024,234,96%
,Segunda División,Male,Senior,2015,120,0%
,,,,2016,362,0%
,,,,2017,384,0%
,,,,2018,48,0%
,U20 League,Male,Youth,2016,495,0%
Vietnam,Cup,Male,Senior,2016,30,0%
,,,,2017,27,0%
,,,,2020,24,0%
,,,,2022,20,0%
,,,,2023,23,0%
,,,,2023/2024,24,0%
,,,,2024/2025,16,0%
,Play-offs 2/3,Male,Senior,2017,1,0%
,Second Division,Male,Senior,2016,85,0%
,,,,2017,119,0%
,Super Cup,Male,Senior,2016,1,0%
,,,,2017,1,0%
,,,,2018,1,100%
,,,,2019,1,0%
,,,,2020,1,100%
,,,,2021,1,100%
,,,,2023,1,100%
,,,,2024,1,100%
,,,,2024/2025,1,100%
,U19 Championship,Male,Youth,2016,141,0%
,,,,2017,105,0%
,U21 Championship,Male,Senior,2015,65,0%
,,,,2016,47,0%
,,,,2017,56,0%
,V.League 1,Male,Senior,2016,182,0%
,,,,2017,182,76%
,,,,2018,182,41%
,,,,2019,182,3%
,,,,2020,134,99%
,,,,2021,84,100%
,,,,2022,156,99%
,,,,2023,134,99%
,,,,2023/2024,182,95%
,,,,2024/2025,64,100%
,V.League 2,Male,Senior,2016,92,0%
,,,,2017,42,0%
Vietnam,Women's National League,Female,Senior,2016,59,0%
,,,,2017,58,0%
Wales,Feeder Leagues,Male,Senior,2015/2016,480,0%
,,,,2016/2017,480,0%
,,,,2017/2018,320,0%
,League Cup,Male,Senior,2015/2016,27,0%
,,,,2016/2017,27,0%
,,,,2017/2018,26,0%
,Premier League,Male,Senior,2015/2016,195,0%
,,,,2016/2017,195,2%
,,,,2017/2018,182,0%
,,,,2018/2019,195,0%
,,,,2019/2020,153,0%
,,,,2020/2021,195,0%
,,,,2021/2022,195,1%
,,,,2022/2023,195,98%
,,,,2023/2024,195,99%
,,,,2024/2025,131,100%
,Welsh Cup,Male,Senior,2015/2016,91,0%
,,,,2016/2017,91,0%
,,,,2017/2018,76,0%
,Welsh Premier Women's League,Female,Senior,2016/2017,98,0%
,,,,2017/2018,43,0%
World,AGS Cup Albir,Male,Senior,2019,10,0%
,AIFF Youth CUP U17,Male,Youth,2016,11,0%
,AL KASS International Cup U17,Male,Youth,2016,26,100%
,,,,2017,31,84%
,,,,2018,26,42%
,,,,2019,26,19%
,,,,2020,26,92%
,Algarve Cup,Female,Senior,2016,16,0%
,,,,2017,24,92%
,,,,2018,22,64%
,,,,2019,18,83%
,,,,2020,11,100%
,,,,2022,6,100%
,Algarve Tournament U19,Female,Youth,2018,5,60%
,,,,2022,3,67%
,,,,2023,3,100%
,Algarve U14 Tournament,Male,Youth,2023,42,88%
,,,,2024,42,45%
,Algarve U15 Tournament,Male,Youth,2022,42,83%
,,,,2023,42,60%
,,,,2024,52,0%
,Algarve U16 Tournament,Male,Youth,2022,27,93%
,,,,2023,42,67%
World,Algarve U16 Tournament,Male,Youth,2024,42,55%
,Algarve U17 Tournament,Male,Youth,2022 Fall,42,57%
,,,,2022 Spring,69,90%
,,,,2023 Fall,42,67%
,,,,2023 Spring,42,48%
,,,,2024 Fall,42,0%
,Algarve U19 Tournament,Male,Youth,2022,29,90%
,,,,2023,42,57%
,,,,2024,29,59%
,Alpine Cup,Male,Youth,2018,6,0%
,Arab Club Champions Cup,Male,Senior,2017 Egypt,36,36%
,,,,2018/2019,70,1%
,,,,2019/2020,73,1%
,,,,2023,67,3%
,Arab Cup,Male,Senior,2021,39,97%
,Arnold Clark Cup,Female,Senior,2022,6,100%
,,,,2023,6,100%
,Audi Cup,Male,Senior,2015,4,0%
,,,,2017,4,75%
,,,,2019,4,100%
,Bican Cup U15,Male,Youth,2024,20,95%
,CAC Games,Male,Youth,2018 Colombia,9,11%
,,,,2023 El Salvador,13,0%
